"","klasifikasi","score","text"
"980","Positif",1,"  juta dengan pajak  ini adalah biaya yang diinvestasikan manchester city untuk mengontrak julián álvarez januari l"
"981","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"982","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"983","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"984","Negatif",-2,"ayo download dan klik link referal  untuk dapatkan  mcflurry harga special rp  sebel "
"985","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"986","Negatif",-1," ayo jujur masse  dana covid itu  t bukan t  lainnya itu blt dan subsidi ekonomi mobil dan rumah bebas pajak dll"
"987","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"988","Negatif",-1,"dijual cepat yaris  on going  km surat lengkap  pajak mati setahun jt nego santai "
"989","Negatif",-2," untuk pidana pajak tetep diatur scr khusus di uu kup ya pak"
"990","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"991","Netral",0,"peraturan pajak tentang pemeriksaan pajak "
"992","Negatif",-1," jokowi kaget investor ikn membludak  sebelumnya nawarin investasi kesana kesini sampai ditawarin diskon pajak dan hgb"
"993","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"994","Negatif",-1," wk wk wk utang yg mana yg kamu tanggung orang pajak montor aja molor sakit pakai bpjs pangil inf "
"995","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"996","Netral",0,"  yg legal ja tnpa pajak pulak"
"997","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"998","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"999","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"1000","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
